age,balance,job,default,loan,housing,marital_divorced,marital_married,marital_single,education_primary,education_secondary,education_tertiary,education_unknown
-1.034687505304585,-0.45393835484265566,-0.0874329998498549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.839331566474723,0.18960573663330701,0.7569286575995045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.6109840559105524,-0.47047386274863523,0.7569286575995045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2.839331566474723,0.35406700445494194,0.7569286575995045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.47712481538977924,-0.5585142697074996,-0.279402159924866,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.2881482753029837,0.19005264225238755,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.5622461550875961,0.20390671644388397,-0.279402159924866,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.6661013554765748,-0.5299123100863457,-0.33708592181997576,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.19366000525958596,-0.5232087258001378,-0.0874329998498549,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.19366000525958596,-0.5495761573258889,-0.4944061764085131,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.034687505304585,-0.15227706196329815,-0.4944061764085131,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.7054723259539502,-0.5683461933272712,-0.16154405201139999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.004683465172790439,1.9168959543795538,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.9401992352611872,-0.2742822959722827,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.034687505304585,-0.7815201736286839,-0.4944061764085131,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0991717352161882,-0.09998910453087619,-0.279402159924866,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.004683465172790439,-0.5683461933272712,-0.028372954833037606,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.1842930749140051,-0.5442132898969226,-0.279402159924866,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.19366000525958596,-0.25372463749457835,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.9401992352611872,-0.30199044435527556,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.47712481538977924,0.21731388501629986,-0.0874329998498549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.1385427056935635,0.19809694339583708,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.47712481538977924,-0.33595527140539583,-0.0874329998498549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.8457109652177894,-0.27875135216308805,-0.0874329998498549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.46775788504419835,1.2067629256605923,-0.279402159924866,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.799960595997348,-0.8554785845303207,0.7569286575995045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0440544356501658,-0.37572987150356296,-0.279402159924866,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0440544356501658,-0.2014366800621564,-0.279402159924866,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.034687505304585,-0.5540452135166942,-0.0874329998498549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.9401992352611872,-0.5562797416120969,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.2881482753029837,0.016206356430061523,-0.4944061764085131,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1.5164957858671546,4.161255973401974,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.1842930749140051,-0.7417455735305167,-0.279402159924866,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.7512226951743917,-0.5214211033238156,0.0014085601820048622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.2881482753029837,-0.4347214132221929,-0.16154405201139999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.799960595997348,-0.07719691795776917,0.7569286575995045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6661013554765748,1.8118731338956293,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.46775788504419835,-0.3176321410230941,-0.16154405201139999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.08980480487060732,1.1942495683263374,-0.16154405201139999,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.47712481538977924,-0.13082559224743273,0.0014085601820048622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.412640585478176,-0.3900308513141399,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.5071288555215738,0.9560488733564152,-0.0874329998498549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.2330309757369613,1.490994899395809,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.8457109652177894,-0.4275709233169044,-0.0874329998498549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.3826365453463815,-0.3869025119805762,-0.0874329998498549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.1291757753479827,-0.5598549865647412,-0.279402159924866,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.1291757753479827,-0.5674523820891102,-0.279402159924866,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.5622461550875961,0.3585360606457472,-0.33708592181997576,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.885081935695165,-0.4597481278907025,0.19744536683851843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.27878134495740287,0.1712826062510053,-0.0874329998498549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.3181523154347783,-0.8271045467748979,-0.4944061764085131,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.27878134495740287,-0.5683461933272712,-0.4944061764085131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1.327519245780359,-0.37572987150356296,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.327519245780359,-0.5223149145619767,0.7569286575995045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.5622461550875961,-0.5683461933272712,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.571613085433177,-0.5486823460877279,0.4355051640004039,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.839331566474723,0.6164006028552128,0.7569286575995045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.7054723259539502,-0.48566865379737323,-0.028372954833037606,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.27878134495740287,0.0036929990958066918,0.0014085601820048622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.7605896255199726,0.6463432793336082,-0.0874329998498549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.7512226951743917,0.4926077463699061,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.1385427056935635,2.4031292679391703,0.19744536683851843,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9401992352611872,-0.7573872701983353,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.7512226951743917,-0.5674523820891102,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.0440544356501658,-0.777498023056959,-0.33708592181997576,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.3826365453463815,-0.5683461933272712,-0.0874329998498549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.1842930749140051,-0.5500230629449695,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.2236640453913805,-0.28724255892561806,0.0014085601820048622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.4220075158237568,0.5761790971379651,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.1385427056935635,-0.25819369368538364,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.7512226951743917,-0.5035448785605944,-0.0874329998498549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.6661013554765748,-0.5160582358948492,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.8457109652177894,-0.5410849505633589,1.1496706140136677,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.3668902162577345,5.13729784547385,0.7569286575995045,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.8550778955633703,-0.17640996539364676,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.2881482753029837,-0.2809858802584907,-0.0874329998498549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7512226951743917,1.3265336315741743,-0.0874329998498549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.9401992352611872,-0.7229755375291345,-0.279402159924866,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.3181523154347783,-0.28053897463941013,-0.4944061764085131,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.8457109652177894,0.031401147478799525,-0.4944061764085131,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.9401992352611872,-0.21171550930100858,-0.0874329998498549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2.933819836518121,1.4047421149132668,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.7605896255199726,0.3420005527397676,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0440544356501658,-0.33506146016723476,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.2881482753029837,0.12346370500938864,-0.0874329998498549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.7605896255199726,-0.07987835167225235,0.19744536683851843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1.799960595997348,-0.28634874768745705,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.8550778955633703,-0.06513046624259487,-0.279402159924866,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.8457109652177894,0.7607511178182239,0.19744536683851843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.08980480487060732,-0.01820537623913926,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.27878134495740287,-0.4065663592201195,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.1291757753479827,-0.6680061463822293,0.19744536683851843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2.2724019462143366,-0.23584841273135718,0.7569286575995045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.034687505304585,-0.5643240427555465,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.8457109652177894,-0.2148438486345723,-0.0874329998498549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1.327519245780359,-0.08300669100581605,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.5622461550875961,-0.021333715572702968,0.0014085601820048622,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.5622461550875961,-0.4753898245585211,-0.0874329998498549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.1291757753479827,-0.01775847062005873,-0.4944061764085131,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.8550778955633703,-0.048148052717534744,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.7054723259539502,-0.5518106854212916,-0.16154405201139999,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.46775788504419835,-0.6532582609525719,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.8457109652177894,-0.5683461933272712,0.0014085601820048622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0991717352161882,-0.31360999045136934,-0.0874329998498549,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.46775788504419835,-0.33148621521459054,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.9401992352611872,0.363452022455633,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-0.37326961500080064,-0.48432793694013165,0.0014085601820048622,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.9495661656067681,0.9569426845945763,-0.279402159924866,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.412640585478176,-0.2166314711108944,0.0014085601820048622,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-1.1291757753479827,-0.5772843057088818,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.3826365453463815,1.2291082066146188,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.9495661656067681,0.15206566463054252,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.6567344251309939,-0.8554785845303207,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.6661013554765748,0.7241048570536205,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.5071288555215738,-0.34712791188240905,-0.4944061764085131,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.0440544356501658,2.891597109594189,0.0014085601820048622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-0.46775788504419835,-0.5683461933272712,-0.279402159924866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-1.1291757753479827,3.341631068008282,-0.028372954833037606,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.6567344251309939,-0.5643240427555465,0.4355051640004039,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.004683465172790439,5.265559758149962,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.327519245780359,-0.5495761573258889,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.37326961500080064,-0.5683461933272712,-0.232945662567379,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.9401992352611872,-0.5375097056107146,0.19744536683851843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
-0.7512226951743917,5.265559758149962,0.0014085601820048622,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1.6109840559105524,0.9949296622164213,0.19744536683851843,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.004683465172790439,0.5399797419924423,-0.33708592181997576,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.0991717352161882,-0.5437663842778421,-0.279402159924866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.3826365453463815,-0.12188747986582213,-0.4944061764085131,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-0.7512226951743917,-0.3734953434081603,-0.0874329998498549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.8550778955633703,-0.38332726702793196,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.2330309757369613,-0.5683461933272712,0.19744536683851843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1.1385427056935635,-0.26132203301894735,-0.028372954833037606,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.1842930749140051,-0.7591748926746573,0.0014085601820048622,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
-0.1842930749140051,-0.4490223930327698,-0.4944061764085131,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
-1.2236640453913805,-0.7967149646774219,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.571613085433177,-0.43248688512679023,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.0991717352161882,-0.25372463749457835,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
-1.6961053956083694,-0.05082948643201792,-0.4944061764085131,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.412640585478176,-0.4186328109352938,-0.279402159924866,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
